Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Salivary gland	251/15335	4.0204653809019186E-15	1.5862563411922113E-13	0	0	5.158446035534341	170.98896441146695	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;EBF2;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;ZNF136;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;PDGFRL;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;KANSL3;PMP22;ATP13A2;SNTB2
Skeletal muscle	250/15243	5.894815885069564E-15	2.1319584117668255E-13	0	0	4.94084739545121	161.8853979437222	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;EBF2;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;ZNF136;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;PDGFRL;FOXP1;ST7L;TOM1L2;TMEM135;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;CCDC134;DENND4B;LHFP;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;FOXK1;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;TBX15;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
Ovary	256/16042	1.0205249670021507E-14	3.4069833513764114E-13	0	0	6.402432535157735	206.25996070078966	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;EBF2;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;HOXD3;ZNF136;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;PDGFRL;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;FOXK1;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;TBX15;KANSL3;PMP22;ATP13A2;SNTB2
Cardiac muscle	248/15135	3.1144616082462675E-14	9.654830985563429E-13	0	0	4.485852682803042	139.51062403901224	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;EBF2;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;ZNF136;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;WASL;CSAD;FAM115A;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;SYN3;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;PDGFRL;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
Parietal lobe	191/9921	1.0582805629180735E-13	3.061958428709626E-12	0	0	2.618381637547105	78.22928535669378	ITSN2;ZNF295;ACAA2;DGKB;ROGDI;FAM13A;SMEK2;PRDM2;DCAF5;IKZF5;HERC3;CREB3L2;OSBP;SCMH1;WWC3;LONP2;SLC16A7;VPS39;MEF2A;USP8;PRKCI;MEF2C;IGFBP5;LMO3;COG1;ATP11A;FRS3;LEMD2;FOXP1;TOM1L2;AKAP9;C10ORF118;SIK3;ULK1;PKP4;SRSF5;NSMAF;GLYR1;IGSF8;CEP104;RAB5B;ZNF791;EIF2C3;GYPC;MAOA;NPR1;YTHDC1;PDE1A;TSHZ2;ANKRD12;MGST1;DCUN1D2;SLC38A10;PIK3R1;GNS;ACACB;FHIT;MTMR6;ADAMTS15;ABR;ARHGAP20;HMBOX1;ATXN1;MAN2A2;CALD1;EPB41L2;SAFB2;PIP5K1B;MAP4;KIAA0319L;MAP2K5;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;DENND4B;FZD4;LHFP;INSR;BSDC1;PRRC2C;MARCH9;RAB27B;BRAF;HOOK3;PUM1;BTBD9;DNAJC16;CRLS1;CLK4;CLK1;CNOT4;DLG2;SON;GON4L;GOLGB1;OGDH;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;CD22;CPEB4;ZNF254;CDKN1C;PHF3;RERE;CCDC120;LDB1;NUMA1;PHF1;MAST2;HP1BP3;USP34;CELF6;WASL;LSP1;PTPN23;CSAD;FAM115A;SMG6;DHTKD1;MECP2;AKAP13;DSTYK;UBL3;IDS;RBM5;SH3D19;EGFL7;PPP1R12A;DCAKD;VWA5A;WDR31;SYN3;FAM126B;DCN;SLC25A16;SLC7A6;CEACAM1;PEX6;PPAP2A;PAFAH1B1;HDAC4;FOXC1;ZNF197;DDX24;WBP2;SFSWAP;SEMA3A;RNF38;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;CLEC3B;FAM120B;TCEB1;METTL7A;SASH1;GSN;MBD6;URGCP;SORT1;STAT2;NR1H2;MBOAT7;SYVN1;SNX21;RSRC2;ATP2B1;TPD52L1;SORBS3;TTC19;MTOR;HIPK2;NFIA;DLC1;NFIC;KANSL3;PCYOX1L;SAA1;PMP22;TACC1;ATP13A2;MPHOSPH8;SNTB2
Bone marrow	241/14508	1.9984647608164552E-13	5.4208356637146344E-12	0	0	3.693970701619121	108.01623560582256	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;EBF2;COG1;FRS3;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;ZNF136;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;IL16;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;HGF;DNAJB14;ATP11A;LEMD2;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
Urinary bladder	254/16036	3.033124350656969E-13	7.743388048147792E-12	0	0	5.300384404173531	152.7783488745824	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;EBF2;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;ZNF136;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;PHF1;WASL;CSAD;FAM115A;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;DGKB;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;PDGFRL;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CLK1;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;CELF6;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
Esophagus	250/15560	3.57774826237092E-13	8.626348588160996E-12	0	0	4.515022860875245	129.39546488091827	VIT;ITSN2;CHIC1;ZNF295;POP4;DCAF5;IKZF5;HERC3;CREB3L2;LONP2;DIP2A;VPS39;MEF2A;PRKCI;MEF2C;EBF1;COG1;FRS3;CCDC80;SDPR;AKAP9;C10ORF118;SIK3;ULK1;IGSF8;GYPC;MAOB;MAOA;PDE1A;TSHZ2;MGST1;DCUN1D2;PIK3R1;RNPC3;GNS;MTMR6;PLAC9;ADAMTS15;ABR;EPB41L2;PIP5K1B;MAP4;KIAA0319L;ZBED3;EDEM3;NAA50;BBS1;NDFIP2;SLC10A7;TPRG1;FZD4;INSR;BSDC1;PRRC2C;RAB27B;BRAF;PUM1;PAFAH2;AIMP2;CILP;GOLGB1;OGDH;ZNF136;CD22;CPEB4;ZNF254;CDKN1C;PHF3;ECM2;CCDC120;WASL;CSAD;FAM115A;EDA2R;SMG6;MECP2;AKAP13;DSTYK;UBL3;IDS;VWA5A;WDR31;IL16;FAM126B;SLC7A6;CEACAM1;ANGPTL1;PAFAH1B1;FOXC1;ERVFRD-1;ADH1B;FSTL1;TM9SF4;TM9SF3;NSD1;TCEB1;METTL7A;GSN;MBD6;SORT1;STAT2;NR1H2;SYVN1;MIB2;SNX21;FMO2;RSRC2;PODN;SORBS3;KIAA0195;HIPK2;RGP1;COL3A1;NFIA;DLC1;NFIC;PCYOX1L;SAA1;TACC1;MPHOSPH8;ACAA2;ROGDI;FAM13A;SMEK2;PRDM2;HPGDS;OSBP;SCMH1;WWC3;SLC16A7;USP8;IGFBP5;SCARA5;IL11RA;LMO3;HGF;DNAJB14;ATP11A;LEMD2;PDGFRL;FOXP1;ST7L;TOM1L2;TMEM135;UTS2;PKP4;SRSF5;FKBP5;NSMAF;GLYR1;CEP104;RAB5B;ZNF791;EIF2C3;CALCRL;NPR1;YTHDC1;ANKRD12;SLC38A10;ACACB;FHIT;ARHGAP20;ATXN2;HMBOX1;ATXN1;MAN2A2;CALD1;SAFB2;MAP2K5;RAI2;CCDC134;DENND4B;LHFP;MARCH9;HOOK3;BTBD9;DNAJC16;CRLS1;CLK4;ARHGAP24;CNOT4;TMEM234;DLG2;SON;GON4L;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;RERE;LDB1;NUMA1;MAST2;HP1BP3;USP34;LSP1;PTPN23;DHTKD1;GHR;SGCD;ZNF407;C3ORF55;RBM5;SH3D19;RBM33;EGFL7;PPP1R12A;DCAKD;C10ORF10;ABCC9;ARID1B;DCN;SHROOM4;TGFBR3;SLC25A16;PEX6;PPAP2A;HDAC4;COL15A1;ZNF197;HPGD;DDX24;WBP2;SFSWAP;SEMA3A;LAMA4;RNF38;RCHY1;HDAC6;TBRG1;IL1RL1;CLEC3B;FAM120B;VPS54;LRIG3;SASH1;URGCP;EYA2;MBOAT7;ATP2B1;TPD52L1;TTC19;MTOR;TBX15;XPNPEP2;KANSL3;PMP22;ATP13A2;SNTB2
Occipital lobe	191/10045	4.642732893811729E-13	1.0604979346917317E-11	0	0	2.5533861037818824	72.51183232863961	ITSN2;ZNF295;ACAA2;DGKB;ROGDI;FAM13A;SMEK2;PRDM2;DCAF5;IKZF5;HERC3;CREB3L2;OSBP;SCMH1;WWC3;LONP2;SLC16A7;VPS39;MEF2A;USP8;PRKCI;MEF2C;IGFBP5;LMO3;COG1;ATP11A;FRS3;LEMD2;FOXP1;TOM1L2;AKAP9;C10ORF118;SIK3;ULK1;PKP4;SRSF5;NSMAF;GLYR1;IGSF8;CEP104;RAB5B;ZNF791;EIF2C3;GYPC;MAOA;NPR1;YTHDC1;PDE1A;TSHZ2;ANKRD12;MGST1;DCUN1D2;SLC38A10;PIK3R1;GNS;ACACB;FHIT;MTMR6;ADAMTS15;ABR;ARHGAP20;HMBOX1;ATXN1;MAN2A2;CALD1;EPB41L2;SAFB2;PIP5K1B;MAP4;KIAA0319L;MAP2K5;EDEM3;NAA50;CCDC134;BBS1;NDFIP2;SLC10A7;DENND4B;FZD4;LHFP;INSR;BSDC1;PRRC2C;MARCH9;RAB27B;BRAF;HOOK3;PUM1;BTBD9;DNAJC16;CRLS1;CLK4;CLK1;CNOT4;DLG2;SON;GON4L;GOLGB1;OGDH;STT3A;AAK1;OSBPL1A;EIF4G3;OGT;CD22;CPEB4;ZNF254;CDKN1C;PHF3;RERE;CCDC120;LDB1;NUMA1;PHF1;MAST2;HP1BP3;USP34;CELF6;WASL;LSP1;PTPN23;CSAD;FAM115A;SMG6;DHTKD1;MECP2;AKAP13;DSTYK;UBL3;IDS;RBM5;SH3D19;EGFL7;PPP1R12A;DCAKD;VWA5A;C10ORF10;WDR31;SYN3;FAM126B;DCN;SLC25A16;SLC7A6;CEACAM1;PPAP2A;PAFAH1B1;HDAC4;FOXC1;ZNF197;DDX24;WBP2;SFSWAP;RNF38;RCHY1;FSTL1;TM9SF4;HDAC6;TM9SF3;TBRG1;CLEC3B;FAM120B;TCEB1;METTL7A;SASH1;GSN;MBD6;URGCP;SORT1;STAT2;NR1H2;MBOAT7;SYVN1;SNX21;RSRC2;ATP2B1;TPD52L1;SORBS3;TTC19;MTOR;HIPK2;NFIA;DLC1;NFIC;KANSL3;PCYOX1L;SAA1;PMP22;TACC1;ATP13A2;MPHOSPH8;SNTB2
Cervical carcinoma cell	118/4876	6.147896065922612E-13	1.3340934463052069E-11	0	0	2.5095259193619848	70.56158572414941	ITSN2;ZNF295;ACAA2;FAM13A;SMEK2;PRDM2;DCAF5;CREB3L2;OSBP;WWC3;DIP2A;MEF2A;USP8;PRKCI;COG1;ATP11A;LEMD2;FOXP1;TOM1L2;SDPR;AKAP9;SIK3;ULK1;PKP4;SRSF5;FKBP5;GLYR1;NPR1;YTHDC1;ANKRD12;RNPC3;GNS;ACACB;MTMR6;ATXN2;HMBOX1;ATXN1;CALD1;EPB41L2;SAFB2;MAP4;KIAA0319L;MAP2K5;ZBED3;NAA50;DENND4B;INSR;PRRC2C;BRAF;HOOK3;PUM1;CLK4;CLK1;CNOT4;DLG2;SON;GON4L;GOLGB1;AAK1;OSBPL1A;ZNF136;EIF4G3;OGT;CPEB4;CDKN1C;PHF3;RERE;CCDC120;NUMA1;PHF1;MAST2;HP1BP3;USP34;WASL;PTPN23;SMG6;MECP2;AKAP13;ZNF407;RBM5;SH3D19;RBM33;PPP1R12A;FAM126B;ARID1B;SLC25A16;PAFAH1B1;HDAC4;FOXC1;DDX24;SFSWAP;FOXK1;RCHY1;HDAC6;TBRG1;NSD1;VPS54;SASH1;GSN;MBD6;URGCP;SORT1;MBOAT7;SYVN1;MIB2;FMO2;RSRC2;ATP2B1;TPD52L1;SORBS3;MTOR;KIAA0195;NFIA;NFIC;KANSL3;TACC1;MPHOSPH8;SNTB2
